year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice
2013,Nissan,Altima,3.5 SL,Sedan,automatic,tn,4.5,14470.0,black,tan,20900
2014,Chevrolet,Cruze,2LT,Sedan,automatic,az,3.6,35784.0,silver,black,13600
2013,Lincoln,MKT,Base,Wagon,automatic,ny,1.9,64769.0,off-white,tan,14100
2013,Ford,Edge,SEL,SUV,automatic,tn,5.0,14391.0,red,black,25000
2012,Cadillac,CTS,Base,Sedan,automatic,tn,4.8,35881.0,silver,black,19250
2013,Honda,Civic,Si,sedan,manual,pa,4.3,30837.0,white,black,19200
2012,Audi,A5,2.0T Premium quattro,Coupe,,pa,2.8,21803.0,,gray,25500
2013,Ford,Escape,SE,SUV,automatic,il,4.6,33410.0,green,black,17700
2015,BMW,5 Series,535i,sedan,automatic,nj,4.3,4952.0,black,black,46500
2013,Ford,Focus,SE,Sedan,automatic,il,3.9,55680.0,black,gray,9900
2012,Nissan,Altima,2.5 S,Sedan,,fl,2.6,18493.0,gray,gray,11400
2014,Ford,Mustang,V6,Convertible,,pa,3.6,31260.0,silver,black,15700
2012,Ford,Focus,SE,Sedan,automatic,pa,4.0,32592.0,blue,black,8700
2011,MINI,Cooper,Base,Hatchback,automatic,ca,2.5,17360.0,white,black,12750
2013,Nissan,Sentra,SR,sedan,automatic,wa,4.0,11895.0,gray,black,13900
2015,Ford,Mustang,V6,Coupe,automatic,tx,5.0,19743.0,,black,23000
2012,Ford,Fusion,SE,sedan,automatic,pa,3.2,52933.0,,black,9900
2013,Honda,Pilot,EX,SUV,,pa,4.5,34111.0,blue,gray,22900
2011,Kia,Optima,EX,sedan,automatic,ga,2.3,86831.0,white,tan,7600
2013,Hyundai,Elantra,GLS,Sedan,automatic,mn,4.4,26897.0,,gray,11900
2014,BMW,3 Series,320i,Sedan,automatic,ca,2.9,7628.0,black,black,24500
2012,Lexus,ES 350,Base,sedan,automatic,fl,4.2,26456.0,gray,black,23000
2014,Jeep,Cherokee,Limited,SUV,,on,4.9,24022.0,silver,,28100
2012,Chevrolet,Malibu,LS Fleet,Sedan,automatic,md,3.1,61856.0,white,gray,8200
2014,Nissan,Altima,2.5 S,Sedan,automatic,fl,3.9,29391.0,black,beige,13700
2013,Nissan,Xterra,S,SUV,,il,5.0,11461.0,black,gray,18700
2014,Ford,E-Series Van,E-250,e-series van,,mo,4.5,5674.0,white,gray,20200
2012,Chevrolet,Cruze,LT Fleet,Sedan,automatic,mn,2.9,91097.0,silver,gray,7500
2013,Chevrolet,Captiva Sport,LTZ Fleet,SUV,automatic,pa,3.4,24846.0,silver,black,15100
2013,Hyundai,Elantra,GLS,Sedan,automatic,tx,3.5,40130.0,red,tan,11100
2013,Chevrolet,Malibu,LTZ,Sedan,,mi,4.4,34008.0,white,tan,14500
2013,Ford,F-150,Lariat,SuperCrew,automatic,mi,4.8,28998.0,white,black,34000
2013,Kia,Soul,Base,Wagon,automatic,nv,4.5,15592.0,red,black,12300
2013,Hyundai,Genesis,3.8,Sedan,automatic,ga,3.7,71925.0,gray,black,11300
2012,Ford,Fusion,SEL,Sedan,automatic,pa,3.5,33636.0,red,tan,11500
2013,Nissan,Frontier,SV,King Cab,automatic,hi,4.4,6374.0,white,gray,18500
2012,FIAT,500,Pop,Hatchback,automatic,il,1.9,16540.0,red,black,5600
2014,Ford,Fusion,SE,Sedan,automatic,tn,4.7,34607.0,,black,14900
2015,Hyundai,Sonata,SE,Sedan,automatic,pa,5.0,13126.0,gray,gray,15000
2012,Mazda,Mazda3,i Touring,Sedan,automatic,ca,4.4,49655.0,gray,black,11000
2012,Chevrolet,Cruze,1LT,Sedan,automatic,mi,4.9,37862.0,red,black,10600
2013,Chrysler,Town and Country,Limited,Minivan,automatic,tn,2.6,1024.0,gold,tan,20200
2014,Ford,Fiesta,SE,Sedan,manual,ga,3.7,7495.0,gray,black,9300
2011,Ford,Explorer,XLT,SUV,automatic,mn,4.2,47751.0,gray,black,21700
2014,Infiniti,QX80,Base,SUV,automatic,ca,4.2,6799.0,black,black,58000
2013,Nissan,Altima,2.5 S,Coupe,automatic,ca,1.0,33985.0,black,black,8000
2012,Dodge,Challenger,R/T,coupe,manual,tx,3.6,17375.0,blue,black,23000
2014,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,nv,4.4,33115.0,white,black,39000
2014,Mazda,Mazda3,i Sport,Sedan,automatic,fl,4.6,1410.0,blue,black,14800
2013,GMC,Acadia,SLE-2,suv,automatic,co,4.9,36335.0,gray,black,24500
2014,Kia,Optima,LX,Sedan,automatic,tx,5.0,11591.0,silver,gray,16200
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,automatic,wi,3.5,21316.0,black,black,25000
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,fl,4.6,18865.0,white,beige,23800
2013,Chevrolet,Malibu,LS,Sedan,automatic,co,4.1,21744.0,black,gray,12400
2013,Hyundai,Elantra,GLS,Sedan,automatic,tn,3.3,36183.0,,gray,11000
2013,Kia,Soul,+,Wagon,automatic,ny,3.9,23574.0,gray,black,11800
2013,Kia,Optima,SX,Sedan,automatic,mn,2.5,16191.0,black,black,20900
2012,Nissan,Rogue,S,SUV,,pa,3.6,46255.0,black,gray,14100
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,tx,2.6,41657.0,silver,black,20300
2013,Ford,F-150,King Ranch,SuperCrew,automatic,fl,4.1,23979.0,black,burgundy,40800
2014,Mitsubishi,Mirage,ES,Hatchback,manual,va,3.7,10210.0,black,black,8500
2012,Nissan,Altima,2.5 S,Sedan,automatic,mo,4.2,38973.0,white,gray,12900
2012,Kia,Soul,+,Wagon,automatic,md,3.6,74183.0,silver,black,7700
2013,Ford,Fusion,SE,Sedan,automatic,fl,4.5,30901.0,burgundy,black,13200
2014,Chrysler,Town and Country,Touring,minivan,,pa,4.0,29925.0,black,black,19200
2012,Nissan,Rogue,S,suv,automatic,nj,4.4,16135.0,white,black,18100
2011,Chevrolet,Aveo,1LT,sedan,,qc,4.6,37007.0,blue,black,4900
2013,Mercedes-Benz,GLK-Class,GLK350,SUV,automatic,ca,4.7,14264.0,black,black,30750
2014,Hyundai,Santa Fe Sport,Sport,suv,automatic,in,3.8,31036.0,blue,gray,18600
2013,Ford,F-150,FX4,supercrew,,pa,3.7,46066.0,white,black,31500
2012,Nissan,Sentra,2.0 SR,Sedan,automatic,tx,2.4,32663.0,black,gray,9000
2013,Chevrolet,Silverado 1500,LTZ,extended cab,,pa,4.7,26131.0,red,black,27750
2014,Ram,1500,SLT,crew cab,automatic,mi,5.0,25890.0,white,gray,28700
2012,Honda,Accord,SE,Sedan,automatic,pa,4.2,25774.0,white,silver,14800
2012,Honda,Accord,EX,Sedan,automatic,nj,4.3,29009.0,blue,gray,14100
2013,Hyundai,Elantra,GLS,Sedan,automatic,mn,4.6,57950.0,white,tan,10400
2012,Nissan,Altima,2.5 S,Coupe,automatic,fl,4.0,28964.0,white,black,14000
2014,Chevrolet,Camaro,LT,Convertible,automatic,fl,2.5,18242.0,red,black,21500
2012,Mercedes-Benz,C-Class,C250,Coupe,automatic,tx,4.4,40122.0,black,black,24000
2015,Mazda,Mazda6,i Sport,Sedan,automatic,nj,2.3,20347.0,blue,black,13900
2013,Chrysler,200,LX,Sedan,automatic,ca,3.0,38289.0,black,black,11000
2013,Toyota,Camry,SE,Sedan,,pa,2.8,55048.0,gray,black,10800
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,fl,4.0,23767.0,white,black,16600
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,nv,4.2,43318.0,,gray,18750
2013,Dodge,Avenger,SXT,Sedan,,pa,2.8,52721.0,blue,black,9500
2012,Jeep,Liberty,Sport,SUV,automatic,ga,3.9,60492.0,silver,black,10000
2014,Jeep,Patriot,Sport,SUV,automatic,az,3.7,37750.0,black,black,12400
2014,Nissan,Versa,1.6 SV,Sedan,automatic,az,3.2,26363.0,black,black,10800
2013,Chevrolet,Malibu,LT,Sedan,automatic,ca,3.8,57033.0,white,black,11800
2013,Mazda,Mazda2,Touring,Hatchback,,tn,3.7,44490.0,gray,black,9200
2013,Ford,Escape,SEL,SUV,automatic,ca,2.6,40554.0,silver,black,13800
2014,Ford,Fusion,SE,Sedan,automatic,mn,4.7,40217.0,white,tan,15800
2014,Dodge,Journey,SXT,SUV,automatic,il,3.0,22414.0,red,black,15500
2013,Ford,Focus,SE,Sedan,automatic,mn,4.2,53090.0,,gray,9400
2013,Nissan,Altima,2.5,Sedan,automatic,oh,2.0,30188.0,black,black,7200
2014,Toyota,Camry,SE,Sedan,automatic,nc,3.6,19169.0,red,black,16000
2011,Ford,Edge,SEL,SUV,,nj,3.9,33519.0,black,black,20000
2011,Lincoln,MKX,Base,SUV,automatic,oh,4.9,29773.0,black,brown,23500
2011,Toyota,Corolla,S,Sedan,automatic,la,2.0,46222.0,gray,black,7300
2011,BMW,X5,xDrive35i,SUV,automatic,ny,4.9,100176.0,silver,black,19500
2012,Ford,Edge,SE,suv,automatic,tx,3.3,38076.0,black,black,15100
2014,Audi,A6,3.0T Prestige quattro,Sedan,automatic,wi,3.7,13822.0,,black,46200
2015,BMW,,750i xDrive,Sedan,automatic,nj,4.8,5864.0,,tan,77000
2012,Hyundai,Sonata,Limited PZEV,Sedan,automatic,pa,3.9,45018.0,blue,gray,14400
2013,Ford,Edge,SEL,suv,automatic,il,3.8,33754.0,black,black,23100
2013,Dodge,Journey,SXT,SUV,,va,2.1,53816.0,silver,black,14600
2011,Toyota,Prius,Three,Hatchback,automatic,tn,3.5,26348.0,silver,gray,13900
2011,Ram,3500,Laramie,mega cab,automatic,ms,2.5,83552.0,black,black,29300
2013,Toyota,Corolla,LE,Sedan,automatic,fl,4.2,14888.0,silver,gray,13200
2012,Cadillac,CTS Coupe,Premium,CTS Coupe,,pa,4.6,23170.0,silver,black,27800
2012,Subaru,Impreza,2.0i Premium PZEV,Hatchback,automatic,sc,3.7,47617.0,burgundy,,13900
2014,Ford,F-150,XLT,SuperCrew,automatic,ne,4.6,12642.0,red,gray,27900
2014,Dodge,Avenger,SE,Sedan,automatic,oh,4.3,20467.0,silver,gray,11700
2011,Chevrolet,Malibu,LT1,Sedan,automatic,tx,3.0,79502.0,gray,black,7700
2013,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,fl,4.1,10531.0,black,black,24600
2012,Ram,2500,Laramie Longhorn Edition,Crew Cab,automatic,ca,4.3,42908.0,brown,brown,42250
2012,Ford,Fusion,SE,Sedan,,nj,3.9,38174.0,gray,black,10900
2014,Ford,F-150,XL,Regular Cab,automatic,fl,4.0,12530.0,white,gray,18400
2012,Ford,F-150,FX2,SuperCrew,automatic,tx,4.1,34633.0,red,black,24000
2012,Bentley,Continental GT,Base,coupe,automatic,fl,2.1,6444.0,blue,beige,116000
2011,Ford,Edge,SEL,SUV,automatic,oh,4.4,30295.0,white,black,19300
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.1,31364.0,blue,black,20000
2014,Kia,Forte,LX,Sedan,automatic,tx,4.9,36998.0,white,black,11500
2011,Chevrolet,Silverado 1500,LS,Crew Cab,automatic,ca,2.8,96290.0,blue,black,17750
2012,Chevrolet,Cruze,2LT,Sedan,automatic,ca,2.4,57020.0,black,black,10700
2013,Nissan,Altima,2.5,Sedan,automatic,ma,3.5,54394.0,black,black,11200
2014,Nissan,Versa,1.6 SV,Sedan,,in,3.9,30865.0,gray,black,9600
2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,mi,4.4,11774.0,white,black,27800
2011,Ford,Escape,XLT,SUV,automatic,ca,3.5,95397.0,white,beige,6750
2014,Kia,Sportage,LX,SUV,automatic,tn,4.8,9153.0,gray,black,17000
2012,Nissan,Rogue,S,SUV,automatic,il,4.3,36697.0,gray,black,13200
2013,Chevrolet,Malibu,LT,Sedan,automatic,fl,2.8,43253.0,white,black,8300
2012,Toyota,Camry,LE,Sedan,automatic,oh,4.2,31397.0,blue,,13700
2014,Nissan,Rogue Select,S,SUV,automatic,ca,2.0,15527.0,black,black,12100
2014,Dodge,Avenger,SE,Sedan,automatic,tx,4.3,29584.0,red,black,12600
2011,Infiniti,G Convertible,G37,G Convertible,automatic,tn,4.4,41718.0,,black,24200
2012,Nissan,Altima,2.5,Sedan,automatic,il,2.8,64697.0,black,black,8500
2011,Mazda,Mazda3,i Touring,Sedan,,pa,3.7,18946.0,red,tan,11500
2013,Ram,1500,Laramie,crew cab,automatic,fl,4.4,35543.0,black,black,34000
2012,Jeep,Wrangler,Sport,suv,automatic,mo,4.2,40053.0,red,black,19700
2014,Ford,F-150,XL,Regular Cab,automatic,wa,3.6,7937.0,white,gray,19200
2011,Honda,CR-V,EX,SUV,,pa,2.8,33670.0,black,black,14300
2013,Nissan,Sentra,SR,Sedan,,pa,4.0,57036.0,gray,black,10800
2013,Ram,1500,Sport,Quad Cab,automatic,pa,5.0,16549.0,red,black,26600
2012,Chevrolet,Colorado,1LT,Extended Cab,automatic,ms,2.8,93464.0,gray,black,12100
2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,automatic,il,4.0,16196.0,gray,gray,21100
2012,Mercedes-Benz,M-Class,ML350 4MATIC,suv,automatic,ga,4.3,55125.0,white,tan,30400
2011,Mazda,Mazda3,s Grand Touring,Sedan,automatic,nc,3.4,44789.0,gray,black,13100
2013,Nissan,Sentra,SV,sedan,automatic,il,1.9,51949.0,silver,black,8300
2012,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,pa,4.4,47729.0,black,black,28500
2013,Chevrolet,Sonic,LT,Hatchback,automatic,az,4.2,22282.0,silver,black,11200
2013,Ford,Explorer,XLT,SUV,automatic,il,4.7,30247.0,black,black,28400
2011,Ford,Focus,SE,Sedan,automatic,tx,3.7,69133.0,red,gray,7800
2014,Jeep,Compass,Sport,SUV,automatic,co,5.0,14466.0,white,black,30000
2013,Chevrolet,Camaro,LT,Coupe,manual,fl,4.3,32331.0,charcoal,black,18500
2014,Subaru,XV Crosstrek,Premium,SUV,,pa,5.0,298.0,black,gray,22900
2014,Mitsubishi,Outlander Sport,ES,SUV,automatic,tx,2.3,23329.0,black,black,7200
2011,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,pa,4.4,52054.0,red,black,26000
2012,Nissan,Sentra,2.0 SR,Sedan,automatic,nj,4.2,42282.0,red,gray,10200
2013,Ford,Focus,SE,Hatchback,automatic,mo,3.3,58246.0,red,gray,10300
2012,BMW,1 Series,128i,Coupe,automatic,fl,4.1,16722.0,white,black,18000
2015,Chevrolet,Impala,LT,Sedan,automatic,fl,3.9,3544.0,white,black,19300
2012,BMW,3 Series,328i,Sedan,automatic,wi,4.7,23847.0,black,black,29000
2012,MINI,Cooper Clubman,Base,Hatchback,,ca,3.8,41170.0,silver,,14250
2011,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,mi,5.0,35291.0,silver,black,23800
2015,Subaru,Forester,2.5i Limited PZEV,SUV,automatic,fl,5.0,4087.0,beige,black,26000
2014,Dodge,Grand Caravan,R/T,Minivan,automatic,mi,5.0,24099.0,black,black,18300
2013,Nissan,Altima,2.5,Sedan,automatic,md,2.0,57343.0,brown,gray,10500
2011,Cadillac,CTS,Luxury,Sedan,automatic,nj,3.6,56788.0,white,beige,13500
2012,MINI,Cooper,Base,Hatchback,automatic,ne,4.3,13366.0,white,black,13400
2012,Honda,CR-V,EX-L,SUV,automatic,ca,4.5,30894.0,gray,tan,22500
2012,Nissan,Altima,2.5 S,sedan,automatic,tx,2.1,76788.0,black,black,7600
2012,Ford,Mustang,V6,Coupe,automatic,mo,4.4,43696.0,blue,tan,14400
2011,Ford,Fusion,SE,Sedan,automatic,fl,3.9,40047.0,red,tan,10000
2014,Cadillac,SRX,Luxury,suv,automatic,fl,4.8,12890.0,black,tan,32500
2012,Ford,F-150,FX4,supercrew,automatic,ut,3.6,107478.0,white,black,20500
2014,Ford,E-Series Van,E-250,e-series van,automatic,wa,4.6,6833.0,white,gray,19300
2013,Ford,Escape,SE,SUV,automatic,ca,1.9,58454.0,gray,gray,12100
2013,Ford,Explorer,Base,SUV,automatic,ca,3.9,19911.0,black,beige,22700
2014,Scion,tC,Base,Hatchback,automatic,ga,2.4,24544.0,red,gray,13000
2012,Ford,Explorer,XLT,SUV,automatic,fl,4.4,46998.0,,beige,24500
2013,Jeep,Grand Cherokee,SRT8,SUV,automatic,nv,3.4,16539.0,gray,black,47500
2014,Ford,Taurus,SEL,Sedan,automatic,pa,4.5,45452.0,white,tan,17600
2014,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,fl,4.9,12575.0,black,beige,24750
2014,Infiniti,Q50,Premium,Sedan,automatic,tx,3.7,22444.0,white,black,27000
2012,Ford,Fusion,SE,Sedan,automatic,ca,4.1,76660.0,gray,gray,10600
2012,Lincoln,MKZ,Base,Sedan,automatic,mi,4.3,74439.0,black,black,13000
2011,Ford,Explorer,XLT,SUV,automatic,nv,3.2,71866.0,brown,black,18500
2014,Chevrolet,Captiva Sport,LS Fleet,SUV,automatic,il,2.0,23529.0,black,black,14100
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,nv,3.5,37253.0,white,black,9500
2012,Nissan,Altima,2.5 S,Sedan,,pa,2.7,33833.0,silver,black,11100
2014,Toyota,Prius,Two,Hatchback,automatic,ga,4.3,12612.0,white,gray,19700
2013,Ford,Fusion,SE,Sedan,automatic,fl,4.2,21201.0,,black,14800
2014,Chevrolet,Cruze,2LT,Sedan,automatic,fl,4.0,22487.0,black,black,13200
2012,Hyundai,Veloster,Base,Hatchback,,pa,2.7,12982.0,gray,black,12000
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,ca,4.4,28308.0,silver,gray,15000
2013,Kia,Soul,+,wagon,automatic,pa,2.0,30922.0,black,black,7000
2013,Ford,Fusion,SE,Sedan,automatic,ma,3.0,60855.0,white,black,10900
2013,Chrysler,300,S,Sedan,automatic,ga,4.8,22882.0,silver,black,24700
2013,Ford,Fusion,SE,Sedan,automatic,pa,4.1,37023.0,black,black,13200
2014,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,hi,5.0,2148.0,black,black,35500
2013,Ford,Explorer,XLT,SUV,automatic,ny,3.5,18425.0,green,black,26100
2012,Dodge,Journey,SXT,SUV,automatic,tn,3.3,69623.0,silver,gray,10400
2015,Kia,Optima,EX,Sedan,automatic,fl,4.4,4586.0,white,gray,18400
2013,Nissan,Sentra,FE+ S,Sedan,automatic,ca,2.4,22018.0,gray,black,12000
2013,Kia,Forte,LX,Sedan,automatic,tn,2.8,38727.0,gray,black,9000
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ga,4.2,12111.0,blue,gray,21300
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,ca,3.5,49107.0,silver,black,13000
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,fl,4.5,12711.0,black,black,23600
2014,Nissan,Pathfinder,Platinum,SUV,automatic,hi,4.6,31536.0,gray,black,22750
2012,Hyundai,Elantra,GLS,Sedan,automatic,oh,3.5,32935.0,blue,tan,9600
2012,Ford,F-150,XLT,SuperCrew,automatic,il,3.6,28869.0,blue,gray,28500
2011,Hyundai,Sonata Hybrid,Base,Sedan,automatic,fl,4.1,68129.0,silver,gray,10800
2015,Chevrolet,Suburban,LTZ,SUV,automatic,pa,4.4,11736.0,black,black,55100
2011,Honda,Pilot,EX-L,suv,automatic,ca,2.8,72481.0,burgundy,black,19250
2011,Mazda,CX-9,Sport,SUV,automatic,tn,2.7,26776.0,silver,black,16200
2013,Nissan,Rogue,S,SUV,automatic,il,2.5,46824.0,white,black,12700
2013,Ford,F-250 Super Duty,XLT,SuperCab,automatic,wa,4.9,65159.0,brown,beige,19400
2014,Kia,Rio,LX,Sedan,automatic,fl,4.4,8029.0,white,black,11500
2011,MINI,Cooper,Base,Hatchback,automatic,fl,3.5,73290.0,white,black,9600
2011,BMW,3 Series,335d,Sedan,automatic,ca,3.7,32074.0,black,black,21500
2011,Toyota,Prius,Three,Hatchback,automatic,fl,4.3,43043.0,white,tan,13100
2012,Nissan,Versa,1.6 S,Sedan,,pr,4.4,27821.0,beige,gray,8900
2013,Ford,F-150,XLT,supercrew,automatic,tn,3.6,62544.0,black,gray,22000
2015,Kia,Sorento,LX,SUV,automatic,fl,4.7,14507.0,white,black,19300
2012,Toyota,Corolla,S,Sedan,automatic,ca,3.2,46204.0,gray,black,10900
2013,Honda,Accord,Sport,Sedan,automatic,nc,4.0,61952.0,black,black,14900
2013,Ford,F-150,FX4,SuperCrew,automatic,mi,4.2,33187.0,red,black,33700
2013,Hyundai,Elantra,GLS,sedan,automatic,mn,4.2,23993.0,black,tan,11600
2012,Ford,F-250 Super Duty,XL,SuperCab,automatic,tx,2.5,71180.0,white,gray,16800
2014,Hyundai,Accent,GLS,Sedan,automatic,ca,1.0,29425.0,white,beige,9500
2014,Ford,Focus,SE,sedan,automatic,fl,4.6,27198.0,,black,10700
2012,Toyota,Yaris,Fleet,Sedan,manual,pr,1.9,48248.0,blue,black,5000
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,il,1.9,36886.0,black,black,10400
2013,Dodge,Avenger,SE,Sedan,automatic,nc,3.7,17825.0,red,black,10400
2015,BMW,X1,xDrive28i,suv,,oh,3.7,6173.0,gray,gray,33000
2014,Ford,Expedition,EL Limited,SUV,automatic,tn,5.0,23774.0,,gray,35100
2013,Chevrolet,Impala,LS Fleet,sedan,automatic,ga,3.7,62614.0,silver,black,9501
2014,Dodge,Charger,SE,Sedan,automatic,mi,3.4,28784.0,gray,black,16900
2012,Lexus,CT 200h,Base,Hatchback,automatic,pa,3.8,34238.0,white,brown,19200
2012,GMC,Acadia,Denali,SUV,,pa,4.0,39269.0,black,black,30000
2014,Honda,CR-V,EX,SUV,automatic,il,4.1,10238.0,,gray,21700
2012,Ford,Focus,SEL,Sedan,automatic,fl,1.9,63635.0,black,black,7900
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,4.5,15369.0,gray,black,10800
2014,BMW,3 Series,328d xDrive,Wagon,automatic,oh,4.8,1607.0,,beige,45750
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,fl,4.0,20235.0,blue,black,17300
2011,Mercedes-Benz,E-Class,E350,Sedan,automatic,ca,4.4,43605.0,gray,gray,20000
2012,Suzuki,Kizashi,SE,sedan,automatic,fl,4.1,50628.0,blue,tan,7500
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,fl,4.8,24931.0,white,black,20800
2014,Acura,MDX,SH-AWD w/Technology Package,SUV,automatic,pa,4.4,33655.0,silver,black,38500
2011,Toyota,Corolla,S,Sedan,automatic,oh,3.6,108019.0,burgundy,black,9000
2011,Honda,Odyssey,EX-L,minivan,automatic,fl,2.6,56716.0,black,gray,17500
2013,Toyota,Corolla,LE,Sedan,automatic,az,3.4,51118.0,gold,tan,11900
2013,Toyota,Camry,XLE,Sedan,automatic,la,4.4,32575.0,red,tan,16700
2014,Chevrolet,Cruze,2LT,Sedan,automatic,tx,3.9,38820.0,black,black,13200
2014,Toyota,RAV4,XLE,SUV,automatic,mo,5.0,7445.0,gray,black,22800
2012,Dodge,Grand Caravan,American Value Package,Minivan,,fl,3.9,47060.0,silver,black,10400
2012,Ford,Escape,XLT,SUV,automatic,il,4.8,39896.0,,black,16500
2014,Ford,Escape,SE,SUV,automatic,il,4.4,25732.0,silver,gray,17100
2013,Toyota,Avalon,XLE,Sedan,,pa,4.1,46155.0,silver,gray,18600
2012,Ram,1500,SLT,Quad Cab,automatic,il,3.8,61357.0,black,gray,19700
2012,Toyota,Prius c,Two,Hatchback,automatic,oh,3.8,53997.0,black,gray,10300
2013,Nissan,Altima,2.5,Sedan,automatic,mo,4.6,22724.0,gray,black,13700
2014,Ford,F-150,XLT,supercrew,automatic,fl,3.9,41203.0,gray,gray,23900
2014,Chrysler,300,S,Sedan,automatic,tn,4.3,25174.0,gray,black,23000
2011,Jaguar,XF,Premium,Sedan,automatic,ca,2.4,27160.0,blue,beige,24750
2011,BMW,3 Series,328i,Sedan,automatic,ca,3.6,36181.0,gray,black,18100
2014,Toyota,Camry,SE,Sedan,automatic,co,4.3,16522.0,blue,black,16500
2014,Subaru,Forester,2.5i Premium PZEV,SUV,automatic,ca,4.7,16255.0,gray,silver,21900
2014,Ford,Fusion,SE,Sedan,automatic,tx,4.4,33640.0,black,black,21700
2013,Toyota,Corolla,LE,sedan,automatic,pa,3.1,53821.0,gray,gray,9500
2013,Buick,LaCrosse,Leather Group,Sedan,automatic,tx,3.5,39184.0,silver,beige,15000
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,il,2.9,32771.0,blue,black,16000
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,co,4.0,10022.0,gray,black,13300
2011,Ford,Ranger,SPORT,supercab,automatic,mi,3.9,36924.0,silver,gray,11000
2014,Lexus,IS 250,Base,Sedan,automatic,fl,4.3,20938.0,black,black,30200
2011,Chevrolet,Malibu,LS,Sedan,automatic,ga,3.5,98486.0,,brown,8500
2013,Chevrolet,Traverse,LS,suv,automatic,tx,4.9,19543.0,blue,gray,21800
2014,Jeep,Grand Cherokee,Limited,SUV,,on,4.9,17844.0,black,black,37000
2011,Toyota,RAV4,Base,SUV,automatic,oh,4.0,19808.0,black,gray,15800
2013,Nissan,Altima,2.5,sedan,automatic,fl,2.7,39807.0,,tan,12000
2013,Acura,MDX,Technology Package,suv,automatic,fl,3.7,19357.0,silver,gray,31600
2014,Chevrolet,Express,LS 3500,Van,,co,4.0,25939.0,white,gray,25400
2014,Lexus,ES 350,Base,sedan,automatic,fl,4.5,17736.0,silver,gray,31700
2012,Ford,Escape,XLT,SUV,automatic,wi,4.1,12096.0,,black,15600
2011,GMC,Sierra 1500,SLE,Crew Cab,automatic,tn,2.8,41592.0,blue,black,25000
2012,Kia,Optima,LX,Sedan,automatic,wa,4.4,60927.0,red,beige,12500
2011,Toyota,RAV4,Limited,SUV,automatic,oh,4.1,81296.0,gray,gray,15600
2013,Toyota,Avalon,Limited,Sedan,automatic,mo,4.5,29552.0,burgundy,beige,23400
2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.5,36194.0,white,tan,14000
2014,Lincoln,MKS,Base,sedan,automatic,ny,3.6,34581.0,silver,tan,21700
2012,Nissan,Altima,2.5 S,Sedan,automatic,il,3.4,39240.0,gray,black,10500
2014,Chevrolet,Cruze,1LT,Sedan,automatic,fl,4.3,36677.0,white,black,11900
2011,Hyundai,Genesis Coupe,3.8 Grand Touring,Genesis Coupe,automatic,pa,2.8,71207.0,white,brown,14000
2011,Volkswagen,Routan,SEL,Minivan,,pa,3.5,50639.0,white,,14500
2012,,,,,automatic,nv,3.5,46967.0,red,black,9000
2013,Lexus,RX 350,Base,suv,automatic,oh,4.5,6582.0,black,gray,36800
2015,Mazda,CX-5,Touring,SUV,automatic,tx,3.8,40991.0,black,black,17600
2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,1.9,61641.0,silver,black,9400
2013,Toyota,Avalon,XLE,sedan,automatic,ca,3.4,60184.0,black,black,15700
2013,Dodge,Avenger,SE,Sedan,automatic,ca,3.4,55523.0,red,black,9500
2012,Infiniti,M,M37x,Sedan,automatic,nj,4.4,44712.0,gray,black,25250
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,fl,4.5,19068.0,silver,black,11500
2011,Chevrolet,Equinox,LT2,SUV,automatic,nc,2.4,43146.0,red,gray,12000
2012,Nissan,Altima,2.5 S,Coupe,automatic,fl,5.0,34852.0,black,black,15400
2014,Kia,Sportage,LX,SUV,automatic,ca,3.9,30069.0,black,black,16600
